docid,title,snippet1,snippet2,snippet3,Q1_score,Q2_score,Q3_reason,other_text,ManualBiasLabel,outletLabel,Correct
abb5dddf-2180-490b-bda1-851927d3b958,"Scaramucci previews broad crackdown on leaks, warns he's 'front-stabbing person'",New White House Communications Director Anthony Scaramucci suggested Wednesday that his efforts to stop damaging leaks will go beyond the West Wing and into federal agencies -- and made clear he won’t play the Washington back-stabbing game.,"To the contrary, he said, “I’m more of a front-stabbing person.""","“The president himself deserves better that,” said Scaramucci, who declined to directly discuss Trump’s dissatisfaction with Sessions' job performance or whether a rift exists between Trump and Secretary of State Rex Tillerson.",2.5,-5.0,"[""6""]",,Right,Right,True
6edc1418-284a-4a01-ab22-a41e32fb4616,Report: Obama Warned Trump Against Hiring Flynn,"Just days after the November election, then-President Obama warned then-President Elect Donald Trump against hiring Michael Flynn as national security adviser, NBC News reports.","Obama gave Trump the warning during a 90-minute meeting in the Oval Office on Nov. 10, three former Obama administration officials told NBC.",Follow Chuck on Twitter,-5.0,5.0,"[""0"",""5""]",,Left,Right,False
fc16d437-2594-4598-b47f-d1aeaabadffd,"Report: Obama Warned Against Hiring Flynn, But Trump Ignored Him",Photo: Jabin Botsford/The Washington Post/Getty Images,"President Obama warned Donald Trump against hiring retired Lt. Gen. Michael Flynn to serve as national security adviser, former Obama administration officials have told NBC and CNN. The reports come hours after Trump attempted to blame Obama for the Flynn fiasco, which saw the president fire his NSA after just 24 days in White House.","The White House has yet to explain how Obama is to blame for Trump’s hiring of Flynn. Or how Obama is to blame for Trump waiting three weeks to fire Flynn after learning that he was lying about his contacts with Russia. Or how Obama is to blame for Trump calling Flynn a “wonderful man” who was “treated very, very unfairly by the media,” even after he was fired.",2.5,2.5,"[""0"",""5""]",,Left,Left,True
f6815094-1bee-4002-b74a-859fc920d9e7,Yates hearing: Trump clashes with Obama officials ahead of testimony,"President Trump and members of the Obama administration clashed Monday ahead of testimony from a former official expected to excoriate ousted adviser Michael Flynn, with the president swiping at the witness and other ex-Obama officials leaking to the media that Trump was warned about Flynn -- by Barack Obama himself.",The latest statements and stories reflect the current and former administrations still battling to control the narrative on the ever-evolving controversy over Russian meddling in the 2016 campaign.,"Trump fired Yates, who had been appointed deputy attorney general by former President Barack Obama, in late January after she refused to defend the president’s travel ban executive order in court.",-2.5,2.5,"[""6""]",,Right,Right,True
4809373e-9ed6-4859-b066-b540d91890dc,Trump Implies Sally Yates Leaked Classified I,Donald Trump suggested Sally Yates should be asked how classified information was leaked to the press when she testifies Monday afternoon.,"Yates, an Obama administration holdover who was the acting attorney general for just 10 days of the Trump administration before she was fired for refusing to uphold his travel ban, will testify before a Senate subcommittee about her discussions with the White House regarding former national security adviser Mike Flynn Monday. She told White House counsel Donald McGahn that Flynn had been in contact with Russian Ambassador Sergey Kislyak and warned he could be at risk for blackmail.","Trump has repeatedly defended his character since he was fired by the White House in January, and even encouraged him to seek immunity if he were to testify before the Senate Intelligence Committee.",-2.5,2.5,"[""6""]",,Right,Right,True
ed96a89e-27ec-434d-8e06-f30623b68c47,FBI Admits That James Comey Misled Congress About Huma Abedin’s Email Habits,Photo: Jim Watson/AFP/Getty Images,"Imagine you’re James Comey. Weeks before last November’s election, you decided to flout historical precedent and the attorney general’s recommendation by announcing that the FBI had discovered emails that might — or might not — establish that the Democratic presidential nominee was a criminal. You couldn’t say, one way or the other. Because you hadn’t bothered to see if these “new” emails were mere duplicates of old ones before making their discovery the biggest story in American politics.","Last week, Comey said that he did not regret his October letter, and would write it again, given the opportunity. The fact that he felt compelled to buttress his “they brought this on themselves” narrative with wild exaggerations about Abedin’s conduct could be read as a sign of Comey’s guilty conscience — or of the very opposite.",-5.0,2.5,"[""6""]",,Left,Left,True
fda7ff03-59a2-4e8c-bd8d-096f0410f9a3,Comey Made False Claim About Huma Abedin At Congressional Hearing,FBI Director Jim Comey overstated a bombshell claim he made in a Senate hearing last week about Huma Abedin’s handling of her boss Hillary Clinton’s emails.,"During testimony before the Senate Judiciary Committee, Comey said that Abedin had “forwarded hundreds and thousands of emails, some of which contain classified information” to a laptop owned by her husband, Anthony Weiner.",Follow Chuck on Twitter,-2.5,2.5,"[""1"",""5""]",,Left,Right,False
62fc683e-4692-4b82-9fbb-f7f34b8d78c1,White House defends Sessions as Dems seek resignation over Russia revelation,"The White House is standing by Attorney General Jeff Sessions in the face of mounting Democratic calls for his resignation – after reports showed he spoke with the Russian ambassador, despite testimony that he did not have “communications” with Moscow.","Senate Minority Leader Chuck Schumer on Thursday morning became the latest top Democrat to seek Sessions’ dismissal, while also calling for a special prosecutor and an inspector general probe.","Asked about such requests, Sessions told NBC, “I’ve said that whenever it’s appropriate, I will recuse myself, there’s no doubt about that.”",5.0,0.0,"[""0"",""5""]",,Right,Right,True
066f8616-6722-4660-8e73-da8a8effc0ff,"Claire McCaskill Claims She Never Met Russia’s Ambassador, But Her Tweets Suggest Otherwise","Missouri Sen. Claire McCaskill has tweeted in the past about meetings and phone calls she has had with Russia’s ambassador, despite claiming on Thursday that she has never met with or talked to the diplomat.","In a tweet on Thursday, McCaskill sought to show that Attorney General Jeff Sessions’ meetings last year with the ambassador, Sergey Kislyak, were an outlier for sitting U.S. Senators.",Follow Chuck on Twitter,-2.5,-2.5,"[""1"",""5""]",,Right,Right,True
5693a6f3-e4b1-4c03-aeb6-0b68d9191465,Sessions Recuses Himself But Still Dodges Questions,Photo: Nicholas Kamm/AFP/Getty Images,"As he signaled he would probably do earlier today amidst the explosive revelation of two meetings he held with Russia’s ambassador to the U.S. during the presidential campaign, Attorney General Jeff Sessions announced he would recuse himself from any Justice Department investigation of contacts between the Trump campaign and Russian officials or agents. Indeed, the recusal will extend to investigations of any issues related to the 2016 election, though it is hard to imagine any issue eclipsing this one in significance. It is also worth noting the recusal only extends to events occurring before Election Day, which means Sessions could involve himself in a probe of alleged contacts occurring between November 8 and today.","But that’s his story and he’s sticking to it. Absent new evidence, we can expect Republicans in Congress, if not Democrats, to call the recusal enough and shift attention from Sessions to the broader investigation, or try to bury the whole thing. But as with his decision not to disclose the meetings in January, Sessions’s reputation as a straight shooter is taking a big hit. Once again, he’s splitting hairs like a shady lawyer instead of living up to his responsibilities as chief law-enforcement officer of the United States.",2.5,2.5,"[""6""]",,Left,Left,True
2a4588c9-7a03-432b-922a-afb56915267e,Report: The White House Found Out About Sessions’s Contact With Russia Through The Media,A new report claims that the White House learned that Attorney General Jeff Sessions had contact with the Russian ambassador to the U.S. through media reports.,"According to what a senior administration official told CNN Thursday, the Trump administration did not know about that Sessions had contact with the Russian ambassador during the campaign until they saw it in press reports that broke overnight.",The official did not clarify how they found out about the meeting.,2.5,-5.0,"[""0"",""5""]",,Right,Right,True
ec451c07-8f7e-42a3-94e6-f0093072730e,Obama administration reportedly raced to preserve intelligence on possible contact between Russians and Trump associates,"In the final hours of Barack Obama's presidency, some White House officials reportedly raced to spread and preserve information about possible communications between associates of then-candidate Donald Trump and Russians.","The New York Times, citing former American officials, reported that these officials were concerned that the information they were gaining on the Russian meddling in the election and the possible campaign contact could be compromised with the new administration, and they wanted to set up any future investigation with the information.",Trump has denied having any knowledge that aides were in touch with Russian intelligence agents during the election.,2.5,-5.0,"[""1"",""5""]",,Left,Right,False
207874b1-507e-45db-9009-a4768e26b33b,Activists Demand Sessions’ Resignation Outside Dept. Of Justice,"Liberal activists and members of the Democratic Party protested outside of the Department of Justice Thursday afternoon, demanding Attorney General Jeff Sessions’ resignation.","“False testimony counters any right you have to remain Attorney General of the United States of America,” Texas Democratic Rep. Sheila Jackson Lee said of Sessions to the 200 or so protesters gathered outside the building on Pennsylvania Avenue in Washington, D.C.","Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact [email protected].",2.5,-5.0,"[""1"",""5""]",,Left,Right,False
aa8235a0-3302-4f83-936b-2728d2914613,Jeff Sessions Called For A Special Counsel After Loretta Lynch Met With Bill Clinton,"In November, then-Sen. Jeff Sessions (R-Ala.) called for Loretta Lynch to recuse herself from any investigation into Hillary Clinton’s use of a private email server or improper conduct by the Clinton Foundation, saying the attorney general could not be impartial after her impromptu meeting with former President Bill Clinton on an airplane in Phoenix.","“When a high public official is accused of serious wrongdoing and there is a sufficient factual predicate to investigate, it is imperative the investigation be thorough, with dispatch and without partisanship,” Sessions wrote in an op-ed, co-signed by other high-profile Donald Trump supporters.","“She did not officially recuse. And there is a procedure for that, which I would follow,” he said, as noted by the Democratic opposition research group American Bridge. “I believe that would be the best approach for the country because we can never have a political dispute turn into a criminal dispute. That’s not in any way that would suggest anything other than absolute objectivity. This country does not punish its political enemies, but this country ensures that no one is above the law.”",5.0,-5.0,"[""6""]",,Right,Left,False
fce4fbaa-13b9-414b-a614-640975ac3728,Trump Wouldn’t Let His Campaign Research Any of the Skeletons in His Closet,Photo: Joe Raedle/Getty Images,Watching Donald Trump’s campaign bob and weave and run in circles in response to the hailstorm of damaging revelations against him recently — ranging from his business losses in the 1990s to the allegations of sexual misbehavior and even crimes pelting him almost hourly right now — you’d almost think they did not see any of this coming.,Maybe Trump was determined to show he did not really need a campaign — that his most effective tactic was to put himself out there and let his awesomeness do all the work. Turns out America is getting to know the mogul better every day.,0.0,0.0,"[""0"",""5""]",,Left,Left,True
b256eb0c-9e71-4d14-87db-1216be80a246,"Trump Faces Another Accusation -- This Time, He Looked Up Models' Skirts","Yet another woman is alleging that she witnessed inappropriate sexual advances by Donald Trump, now the Republican nominee for president.","Lisa Boyne, a health food business entrepreneur, described a disturbing episode in the mid-1990s: While at a restaurant with her and others, she said Trump paraded women in front of their table, looked under women’s skirts, and commented on whether they were wearing underwear.","Editor’s note: Donald Trump regularly incites political violence and is a serial liar, rampant xenophobe, racist, misogynist and birther who has repeatedly pledged to ban all Muslims — 1.6 billion members of an entire religion — from entering the U.S.",-5.0,-5.0,"[""6""]",,Left,Left,True
9a9e4cdf-252c-413d-b6fa-f29c16af2dce,People Magazine Writer Says Trump Kissed Her Without Her Consent,People magazine writer Natasha Stoynoff said Donald Trump pushed her against a wall and kissed her without her permission while she was at his Mar-a-Lago hotel to interview him in 2005.,"Stoynoff recounted that she was interviewing Trump and his wife Melania to write a profile on their one-year wedding anniversary. (RELATED: Report: NBC Leaked Trump Tape To Washington Post, Held On To It To Maximize Impact)",Trump denied in the second presidential debate ever kissing or groping women without consent.,2.5,2.5,"[""0"",""5""]",,Left,Right,False
8b880a68-71f1-4b42-9f74-7b968bf5f9c3,Trump’s New Accusers Are Not Part of a Clintonian Conspiracy,Photo: Gabriela Maj/Patrick McMullan,"Last Friday, the Washington Post published a video in which Donald Trump bragged about his affinity for serial sexual assault (or, more precisely, kissing women and grabbing them by their genitals without waiting for consent). Unlike most campaign stories, Trump’s remarks grabbed the attention of nearly the entire American electorate. Then, on Sunday night, before an audience of 66.5 million, the GOP nominee claimed that he had never kissed or groped a woman without her permission.","When Trump’s misogyny was raised at that first debate, the mogul argued that any objection to his treatment of women was an example of political correctness run amok. There were nine other candidates on the stage that night. None saw a political advantage in challenging the mogul’s assertion. Conservatives should ask themselves why that is.",-2.5,5.0,"[""5"",""3""]",,Left,Left,True
43353164-939f-4d58-9856-6577b3a49389,Donald Trump Addresses Natasha Stoynoff Sexua,Donald Trump implied that the woman who accused of him of sexually harassing her wasn’t attractive enough for him to do something like that.,"After Natasha Stoynoff accused the Republican nominee of “shoving his tongue” down her throat while she was writing a story about his and Melania’s anniversary, he disputed her claims during a rally in West Palm Beach Thursday.","“Take a look, you take a look, look at her — look at her words — you tell me what you think. I don’t think so. I don’t think so.”",2.5,-5.0,"[""5"",""4""]",,Left,Right,False
eca8add1-249f-4a0d-9143-c339ad154257,Trump Threatens To Sue His Female Accusers,"WASHINGTON ― Donald Trump’s campaign signaled Wednesday night that it may sue women accusing the GOP nominee of sexual misconduct, escalating its defense to new claims of Trump’s predatory behavior published in The New York Times and elsewhere.","“NYT editors, reporters, politically motivated accusers better lawyer up,” a high-ranking Trump campaign source told CNN.","Trump previously threatened legal action against the Times after the newspaper published a bombshell account of his tax returns earlier this month. So far, there’s been no lawsuit. And even if Trump does sue, he’ll stand little chance in the courts.",-2.5,0.0,"[""5"",""4""]",,Left,Left,True
cbcadc49-3c6f-41a8-a211-d78d84a902dd,"Trump says Obama born in US, ‘period’ – after new ‘birther’ dust-up","Donald Trump tried to tamp down a newly revived campaign dust-up Friday over his views on President Obama’s birthplace, declaring the president was born in the United States – “period” – after declining to make that statement earlier this week.","The Republican presidential nominee also tried to blame Hillary Clinton for starting the controversy back in 2008, which her team denies. He cast his remarks as a bid to put the issue to rest once and for all, at a time when his poll numbers are rising.","At the White House on Friday, Obama declined to comment at length on the issue, saying he’s got other business to attend to – and is confident about where he was born.",-2.5,0.0,"[""5"",""4""]",,Right,Right,True
ad2a0c2f-ce8d-4af5-881b-aab66887e5d7,Donald Trump: Hillary Clinton Is the Real Birther,Photo: Mandel Ngan/AFP/Getty Images,"Refusing to concede error is a core element of Donald Trump’s primordial appeal. The birther issue has forced him into an untenable situation where he has had no choice. Trump used unhinged claims about President Obama’s citizenship to win the favor of Republican voters, but the taint has contributed to his justified image as a racist. The Washington Post asked Trump about it again Thursday night. In a hasty effort to put the issue behind him, Trump held what was billed as a press conference but turned out to be a series of canned testimonials by supporters, followed by a perfunctory statement disavowing birtherism and shifting the blame to his opponent.","Trump is compressing this historical cycle into a much shorter span. First, he uses birtherism to gain a massive fanbase that he leverages into the Republican nomination. Next, he foists the blame for this issue onto his opponent. By this point, most of his fans are prepared to believe literally anything he says. Why not call Hillary Clinton the real birther?",2.5,-5.0,"[""6""]",,Left,Left,True
c608ba67-4b29-4e47-b8c0-b097b841676a,"Trump Campaign Splits With Trump, Disavows Birtherism",Photo: Spencer Platt/Getty Images,"Everyone knows that two wrongs don’t make a right, but maybe that equation changes when you tack on multiple statements that are completely wrong? That’s the strategy the Trump team tested on Thursday night after the candidate refused to say whether President Obama was born in the United States, even after several top surrogates reported that he’s rejected birtherism.","After years of questioning President Obama’s citizenship, Trump shouldn’t be celebrated if he offers a halfhearted apology, and journalists shouldn’t let his campaign spread the lie that he actually dropped the birther issue in 2011. But maybe they will. According to CNN’s Don Lemon, Miller’s statement means that birtherism is “done, this issue is over,” and we have Trump to “credit for at least now he’s admitted it, I mean somewhat. You give him some credit for that.”",5.0,5.0,"[""5"",""3""]",,Left,Left,True
b0f580ba-5a44-4fda-9157-9af9c0d17159,Hillary Clinton’s 2008 campaign manager admits birther connection,ANALYSIS/OPINION:,Hillary Clinton’s 2008 campaign manager Patti Solis Doyle admitted on Twitter and in a cable interview Friday that a Clinton staffer had indeed spread the rumor that President Barack Obama was born outside of the United States.,"Copyright © 2018 The Washington Times, LLC. Click here for reprint permission.",-2.5,-5.0,"[""0"",""5""]",,Right,Right,True
d6ba02bb-dcf3-473d-8389-818149dd42a3,"Anti-Trump Father Of Muslim Soldier Wants Out Of The Spotlight, He Says In TV Interview [VIDEO]","Khizr Khan, the father of fallen Muslim-American soldier Captain Humayun Khan said on Monday after criticizing Donald Trump at the Democratic National Convention and in multiple television interviews since then that he wants to be “out of this controversy.”","Khizr Khan, Screen Grab CNN, 8-1-2016",Follow Steve on Twitter and Facebook,-2.5,0.0,"[""1"",""5""]",,Left,Right,False
f7f48882-42c6-4c4f-8b34-6d6f0c442084,Lewandowski Claims Captain Khan Would Still Be Alive If Trump Had Been President,"Monday morning, former Donald Trump campaign manager Corey Lewandowski claimed on CNN that Captain Humayun Khan would still be alive if Donald Trump been president a dozen years ago.","“We’ve had 7,000 soldiers who have died, $6 trillion wasted overseas that if Donald Trump was president, we would never have had, and Captain Khan would be alive today,” Lewandowski, who is now a paid CNN contributor, said.","Lewandowski, meanwhile, is getting paid by CNN for his political analysis despite the fact he’s contractually barred from criticizing Trump.",2.5,-2.5,"[""0"",""5""]",,Left,Left,True
17738d21-3d2f-45c4-b3bb-3f21b7e6826c,Clinton spat with Benghazi mom takes back seat to Trump-Khan debate,"As Donald Trump and the father of a fallen Muslim U.S. soldier continued trading barbs on Monday morning, Hillary Clinton’s spat with the mom of an American who died in the Benghazi terror attack continues to take a back seat.","The dustup between the Republican presidential nominee and Khizr Khan has gotten the headlines, but some are beginning to wonder why equal time isn’t being given to Democratic presidential nominee Hillary Clinton, who has challenged Pat Smith’s claims that Clinton told her the Benghazi attack started because of an anti-Muslim video. That origin story has since been proved false and emails sent by Clinton soon after the attack show the then-Secretary of State was aware the Sept. 11, 2012 assault was a coordinated terror strike.","The public quarrel has drawn strong reactions from many top Republicans, who have praised Capt. Khan’s sacrifice and scolded Trump for his rhetoric. Sen. John McCain, R-Ariz., delivered a stinging critique on Monday morning, saying that “while our Party has bestowed upon him the nomination, it is not accompanied by unfettered license to defame those who are the best among us.”",-2.5,2.5,"[""1"",""5""]",,Left,Right,False
73c65e26-8e72-4ce4-973e-6b2a95f4a72d,"Khan Family Feud, ‘We Want To Be Out Of This Controversy’",The embattled parents of the fallen Sergeant Khan want to get away from the feud that started when they attacked Republican nominee Donald Trump on the stage of the Democratic National Convention (DNC) last week.,"“We want to be out of this controversy. That is not our style…This is not our path,” father Khizr Khan told CNN Monday. Khan attempted to preempt any Trump response by saying there was no need for Trump to comment any more on the matter. “We want to maintain our dignity,” Khan added.","Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact [email protected].",-2.5,0.0,"[""0"",""5""]",,Right,Right,True
cde0745f-8830-46fe-963d-895a666d62d3,Father Of Muslim US Soldier Is Attorney Specializing In Selling US Citizenship,"Khizr Khan, who's son Humayun (L) was killed serving in the U.S. Army, speaks at the Democratic National Convention in Philadelphia, Pennsylvania, U.S. July 28, 2016. REUTERS/Lucy Nicholson","Khizr Khan, the father of a fallen Muslim U.S. soldier, is an immigration attorney whose specialty is a program that critics say allows immigrants to buy their way in the United States.",Follow Kerry on Twitter,2.5,-5.0,"[""5"",""3""]",,Right,Right,True
a973071e-ec9b-4819-8f00-3fbdf3d07003,A Conversation With Trump’s Veterans Co-Chair About Khizr Khan ,"New Hampshire Representative Al Baldasaro is a co-chair of the Trump campaign for veterans’ issues. He helped write Trump’s veterans’ plan. He appeared as a surrogate for the Trump campaign around the country — including events in South Carolina, Florida, Texas, Delaware and New York. He served as a delegate for Trump at the Republican convention and was a member of the credentialing committee.","Reached by phone in New Hampshire, Baldasaro told ThinkProgress that he believes Khizr Khan, the gold star father who criticized Trump at the Democratic convention, is an agent of the Muslim Brotherhood. Baldasaro explained that he believes Khan has “long ties to the Clinton and Obama campaign.” That is damning because “in the White House there is the Muslim Brotherhood.” Baldasaro suggested “looking it up on the internet” for more information.","“I don’t speak for Trump,” he said, “Only Trump speaks for Trump.”",2.5,2.5,"[""1"",""5""]",,Right,Left,False
55aaf5fa-4827-49a2-bf53-dc75d0e4df63,Trump Veterans Adviser Attacks Khizr Khan As A ‘Muslim Brotherhood Agent’,"An official adviser to the Trump campaign has escalated the attacks on Khizr Khan, the gold star father who was critical of Trump at the Democratic convention, baselessly accusing him of being a “Muslim Brotherhood agent.”","The adviser, Al Baldasaro, tweeted a link to an article from Shoebat.com, a fringe anti-Islam conspiracy website. The article also suggests (without any evidence) that Humayun Khan, who was awarded a Purple Heart and Bronze, was a jihadist who joined the military to kill Americans.",The Trump campaign and Baldasaro did not immediately return requests for comment.,-5.0,-5.0,"[""6""]",,Left,Left,True
5e91c2a2-ede7-4b80-9810-d967ef3fa291,"Sanders Calls DNC Leak 'Outrageous,' Calls For New DNC Chair",Sen. Bernie Sanders (I-Vt.) on Sunday called the leak of Democratic National Committee emails suggesting a bias against his presidential campaign “outrageous” and reiterated his call for DNC Chairwoman Rep. Debbie Wasserman Schultz (Fla.) to resign.,"The senator got his wish hours later, when Wasserman Schultz announced she was stepping down as chair immediately after the Democratic National Convention in Philadelphia next week.",2016 race.”,5.0,-5.0,"[""0"",""5""]",,Center,Left,False
78d72462-03cb-4f98-b68b-3bc9841aa4fd,Wikileaks dump appears to show DNC favored Clinton campaign,A new trove of leaked emails seem to show that top officials at the Democratic National Committee openly mocked and criticized Sen. Bernie Sanders during the primary race against Hillary Clinton -- a startling revelation that raises questions about the Democratic Party’s impartiality and an issue that could play out poorly at the party’s convention this week in Philadelphia.,"Leaked e-mails of DNC show plans to destroy Bernie Sanders. Mock his heritage and much more. On-line from Wikileakes, really vicious. RIGGED — Donald J. Trump (@realDonaldTrump) July 23, 2016",Calls by FoxNews.com to the DNC for comment were not immediately returned.,5.0,-2.5,"[""0"",""5""]",,Right,Right,True
fc9f1eda-940f-4f98-a115-4a2ee00d3826,Leaked Emails Show DNC Officials Planned Anti-Trump Protests,"Police move in to remove anti-Trump protesters during a protest rally outside Republican presidential candidate Donald Trump's event in San Diego, California, on May 27, 2016. / AFP / Mark Ralston (Photo credit should read MARK RALSTON/AFP/Getty Images)",The release of Democratic National Committee emails by WikiLeaks Friday reveals that DNC officials planned anti-Donald Trump protests.,"Mckesson rose to prominence after being active in protests in Ferguson, MO and Baltimore, MD. He has yet to endorse a candidate and said protests are likely to happen at the upcoming Democratic Party convention.",-2.5,2.5,"[""1"",""5""]",,Left,Right,False
bb73a1c7-f733-4746-84ad-817d778187a3,Wasserman Schultz sidelined from convention as more emails show Sanders slams,"Democratic National Committee Chairwoman Debbie Wasserman Schultz was sidelined from her party convention just hours before the Monday start of the Philadelphia gathering, after leaked emails indicating an anti-Bernie Sanders bias in her operation inflamed the left flank of the party.","The controversial party boss will no longer preside over the convention, and reportedly does not have a speaking role.","Fox News' Chad Pergram, Garrett Tenney and Jennifer Griffin contributed to this report.",5.0,2.5,"[""6""]",,Right,Right,True
c205bbdd-1e6f-4930-95c5-3472fb05927e,Dems Nix DNC Chair From Convention Over Leaked Emails,"Democratic National Committee (DNC) Chairwoman Debbie Wasserman Schultz has been stripped of her speaking spot at the Democratic National Convention due to the ongoing Wikileaks scandal, according to new reports.","Citing an unnamed source within the Democratic Party, CNN reported late Saturday Wasserman Schultz was denied a major speaking slot in an effort to “keep the peace.” Another source told the network Wasserman Schultz was being “quarantined” to limit any harm she could cause at the convention. As DNC chair, Wasserman Schultz is still expected to formally gavel the convention in and out.","Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact [email protected].",-2.5,-2.5,"[""6""]",,Right,Right,True
0ef830b3-7011-452f-99af-ea605d9dc23d,"Oregon shooting: Obama demands action on guns, blames Washington for ‘routine’ mass shootings","A visibly shaken and angry President Obama on Thursday attacked the American gun lobby, scolded the media and demanded that Congress take concrete action to stop the rash of recent mass shootings, which he said have “become routine” and are the pure result of inaction by lawmakers in Washington.","Speaking in the briefing room at the White House, the president — who offered his 15th statement in the wake of a mass shooting — said the federal government must explain to grieving families why it has virtually nothing to stop tragedies like the one seen on the campus of Oregon’s Umpqua Community College Thursday.","“I would ask news organizations … tally up the number of Americans who have been killed through terrorist attacks in the last decade and the number of Americans who have been killed by gun violence and post those side by side,” he said.",-5.0,0.0,"[""5"",""3""]",,Left,Right,False
7c2cb8c3-1d40-4dae-89e1-e2f6b2e90caf,UCC Was Not A ‘Gun Free Zone’ Because Public Colleges In Oregon Can’t Ban Guns ,"On Thursday, a shooter reported killed at least 13 people and injured many others at a community college in Oregon. Just minutes after the incident, commentators sought to attribute the incident to the fact that Umpqua Community College was a “gun free zone.”","“The gun free zones are the areas that tell licensed gun owners that you are not allowed to carry your weapon in this facility…If you’re going to perpetrate some act, you know that most people are not going to be armed,” CNN “military analyst” Rick Francona said a few minutes after the shooting.","There was, in fact, someone on campus with a concealed carry weapon at the time of the massacre. A local reporter explained to CNN that it was legal for him to have such a weapon on campus.",2.5,-5.0,"[""6""]",,Right,Left,False
44fb9c2f-9323-4544-9b7b-9788c5b041fa,The Oregon Shooter Obtained All His Guns Legally,"As is the case in pretty much every single mass shooting, the killer in Oregon got hold of his guns legally. The New York Times confirms the inevitable:","ROSEBURG, Ore. — The man who killed nine people and severely wounded several others at a community college here went on his rampage armed with six guns, multiple extra ammunition magazines and a flak jacket, and left seven other firearms at home, law enforcement officials said Friday.","“All 14 have been traced to a federal firearms dealer,” some bought by the gunman and others by members of his family, said Ms. Nunez, the assistant special agent in charge of the Seattle field office. “They were all purchased legally.”",2.5,5.0,"[""6""]",,Left,Right,False
ecc2b3f8-e42d-4c23-8832-e652536e843a,We Can’t Predict Who Will Commit a Mass Shooting. Gun Control Is the Only Way Out.,Photo: Mike Sullivan/Roseburg News-Review via AP,"As a shaken President Obama put it in his address Thursday night, the reaction to yesterday’s mass murder at Umpqua Community College has taken a sickeningly familiar course: “Somehow this has become routine,” he said. “The reporting is routine. My response here at this podium ends up being routine. The conversation in the aftermath of it. We’ve become numb to this.” He argued, as he has with increasing forcefulness over the course of his presidency, that gun control needs to be a big part of the solution. “The United States of America is the one advanced nation on Earth in which we do not have sufficient common-sense gun-safety laws — even in the face of repeated mass killings.”","Appelbaum and Swanson and other researchers, then, are forced to repeatedly re-debunk an idea that, in their minds, already has been shown to not make much sense — an idea that reporters and others grapple with only because a much simpler, more clear-cut solution has been deemed impossible for political reasons. It’s no surprise they’re frustrated.",2.5,-5.0,"[""6""]",,Left,Left,True
4c3878a5-0893-4f95-b479-eef7f111e7eb,"Clinton ‘sorry’ for email confusion, stops short of apology for actions",Sorry – sort of?,"Hillary Clinton said in an interview Friday that she’s “sorry” her use of personal email for State Department business has “been confusing to people,” but didn’t offer an outright apology for her actions.","“They may disagree, as I now disagree, with the choice that I made but the facts that I have put forth have remained the same.”",5.0,-5.0,"[""5"",""4""]",,Left,Right,False
db078daf-d349-4793-b84e-d4df590abd67,Hillary Clinton Tech Staffer Takes Fifth Amendment,(Scott Olson/Getty),"News broke last night that Bryan Pagliano, who worked on Hillary Clinton’s 2008 presidential campaign, and later set up her private server in her New York home in 2009 (and then worked as a State Department IT employee), told congressional committees that he would invoke his Fifth Amendment right against self-incrimination in response to requests that he testify about his involvement with the server.","— Shannen W. Coffin, a former Bush administration lawyer, is a contributing editor to National Review.",-5.0,0.0,"[""5"",""3""]",,Right,Right,True
5c03197a-ae18-42c6-bddf-27ef6b62c050,Hillary Paid Her State Department IT Guy On The Side To Manage Private Server,"Hillary Clinton and her family paid a State Department staffer out of their own pockets to set up and operate her home-brew email server, The Washington Post reports.","While the finding seemingly answers the question of whether the staffer, Bryan Pagliano, worked on Clinton’s private server on the government’s dime — the Clinton camp is asserting he didn’t — the arrangement raises other questions about how far Clinton went to set up an off-the-books email system.",Follow Chuck on Twitter,5.0,-5.0,"[""0"",""5""]",,Right,Right,True
879f74e0-0600-4451-a4a1-390a2f8d34b1,Clinton family reportedly personally paid State Dept. staffer to maintain private server,Democratic presidential frontrunner Hillary Clinton and her family reportedly paid a State Department staffer to maintain the private email server she used during her tenure as secretary of state.,"The Washington Post, citing an unnamed campaign official, reports the arrangement helped Clinton maintain her personal control over the server that she used to conduct public and private business. The official also said it also ensured that taxpayers weren’t paying for the upkeep of the server that was shared by Clinton, her husband, the former president, and their daughter as well as former aides, the Post reports.",Click for more from The Washington Post.,5.0,-2.5,"[""1"",""5""]",,Right,Right,True
