docid,title,snippet1,snippet2,snippet3,Q1_score,Q2_score,Q3_reason,other_text,ManualBiasLabel,outletLabel,Correct
3b32473d-1100-4805-878c-647604858a73,McCain May Have Killed Republicans’ Last Chance To Repeal Obamacare,"Sen. John McCain (R-AZ) speaks with reporters ahead of the party luncheons on Capitol Hill in Washington, September 19, 2017. REUTERS/Aaron P. Bernstein",Sen. John McCain of Arizona announced Friday afternoon that he will vote against his Republican colleagues’ last-ditch effort to repeal and replace Obamacare.,"Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact [email protected].",-2.5,2.5,"[""5"",""3""]",,Center,Right,False
cd80af07-2a87-4e76-86ef-c402d9dad0d2,Cassidy fires back at Kimmel in health bill feud: 'Jimmy doesn't understand',"Sen. Bill Cassidy fired back Thursday at late-night talk show host Jimmy Kimmel, as their feud over the health care bill the Louisiana Republican senator has co-authored extended into a third day.","“Jimmy doesn’t understand,” Cassidy told “Fox & Friends.”",The Associated Press contributed to this report.,0.0,-2.5,"[""5"",""3""]",,Right,Right,True
63ee9840-3926-418c-ad22-f082dda49eb5,No One Wants the Latest Trumpcare Bill — Except Right-Wing Billionaires,Photo-Illustration: Photo-Illustration: Konstantin Sergeyev/Daily Intelligencer. Photos: Getty Images,"Senate Republicans know very little about what their new health-care plan would actually do. This is because the bill’s primary author left the Senate in 2006, and the legislation he wrote has been public for all of eight days. “If there was an oral exam on the contents of the proposal, graded on a generous curve, only two Republicans could pass it,” a senior Republican aide told a reporter this week — before stipulating that the bill’s putative co-author, Lindsey Graham, was not one of them.","If Graham-Cassidy becomes law, our nation will enter a health-care crisis. But the fact that 40-something senators would vote for the bill, today, means that we have already entered a democratic one.",2.5,5.0,"[""6""]",,Left,Left,True
44d76cf5-53f8-499d-a9a2-cb82adf822e8,Would Graham-Cassidy Take Money from Blue States and Give It to Red States?,"One talking point in the debate over the Graham-Cassidy health-care bill is that it would systematically discriminate against Democratic states and in favor of Republican ones: Rand Paul told reporters on Tuesday that his colleagues are “taking the Obamacare money, keeping it, and taking it from Democratic states and giving it to Republican states.” That’s not quite accurate.","Three analyses of the bill, from the Center on Budget and Policy Priorities, Avalere, and the Centers for Medicare and Medicaid Services, have found that the change in federal health-care funding would be negative for states that expanded Medicaid under the Affordable Care Act. Among those states are Republican strongholds Arizona, Louisiana, Arkansas, Ohio, and Kentucky. The states that would benefit from the bill are states that did not expand Medicaid, which makes sense given its funding formula. To be sure, most of those states tend to vote Republican, but Paul asserted a cut-and-dry reality that is not the case. Reality is more complicated than pithy talking points can make it seem.",None,5.0,0.0,"[""5"",""3""]",,Left,Right,False
cbddcfac-40c1-4701-84ba-08b85495f7df,"Trump hits back at 'Crooked Hillary,' blames her for North Korea's nuclear progress",President Trump on Wednesday hit back at Hillary Clinton for criticizing him over his tough talk at the United Nations aimed at stopping North Korea’s pursuit of a nuclear arsenal.,"In an early morning tweet, Trump seemed to put the blame on Clinton for the current standoff with Pyongyang.","Clinton was on the late-night show as part of what critics have called her ""blame game"" book tour for “What Happened,” her account of her loss to Trump last November. In the interview, she also claimed her gender bothered Russia's Vladimir Putin and made him “agitated.”",-5.0,-2.5,"[""0"",""5""]",,Left,Right,False
c82d73db-c574-4cbe-9363-0b33069df83d,Donald Trump’s U.N. speech tough on North Korea,"President Trump will turn up the heat on North Korea and call out countries that coddle the rogue regime Tuesday in his first address to the United Nations General Assembly, said a senior White House official who recognized that the threat of war loomed over the speech.","The United Nations has exhausted nearly all diplomatic and economic sanctions it can impose and the military option terrifies the world, but foreign policy analysts said Mr. Trump has a golden opportunity to present a united front — most importantly with China and Russia — for whatever comes next.",The Chinese Foreign Ministry said the military threats by North Korea and the U.S. were counterproductive.,5.0,0.0,"[""1"",""5""]",,Left,Right,False
1f946ea1-8c95-4b92-9530-5c596c4e469b,Trump Again Proves His Claim About Waiting For 'Facts' After Charlottesville Was Garbage,"U.S. President Donald Trump explained his botched response to a deadly white supremacist rally in Charlottesville, Virginia, last month by saying he needed “the facts” before broadly denouncing violence from racist groups.",But Trump has repeatedly shown he’s not interested in waiting for the facts when it comes to other acts of terror.,"Based on his actions, it appears Trump’s claim that he doesn’t “want to go quickly and just make a statement for the sake of making a political statement” only applies to white supremacists.",2.5,-5.0,"[""0"",""5""]",,Left,Left,True
3b9bdced-a52e-45b5-ab4b-6c0d8224ae07,"London attack: Trump says US must get 'nasty' to fight terror, urges 'tougher' travel ban","President Trump called for a “larger, tougher” travel ban early Friday after the attack in London, calling the perpetrator a “loser” and saying the U.S. will have to get “nasty” to fight terrorism.",“Another attack in London by a loser terrorist. These are sick and demented people who were in the sights of Scotland Yard. Must be proactive!” the president tweeted Friday morning.,Brooke Singman is a Politics Reporter for Fox News. Follow her on Twitter at @brookefoxnews.,2.5,-2.5,"[""0"",""5""]",,Right,Right,True
e945fde5-31fc-4cb2-9ef5-55eba23ce93b,Obama Speaks Out On Trump Ending Dreamer Protections,"WASHINGTON ― Former President Barack Obama said Tuesday that President Donald Trump’s decision to dismantle the program protecting young undocumented immigrants was “contrary to our spirit, and to common sense.”","Trump announced Tuesday that he will end Obama’s Deferred Action for Childhood Arrivals program, or DACA, in six months. Unless Congress steps in, ending the program could put nearly 800,000 undocumented young people at risk of deportation and unable to work legally when their two-year permits expire.","Former Vice President Joe Biden, who served with Obama, similarly condemned Trump’s decision to end DACA.",2.5,5.0,"[""5"",""3""]",,Right,Left,False
f4968a57-2ea3-4aa3-b955-e4008bf97356,Obama Rips Trump As ‘Cruel’ For Rolling Back DACA Amnesty Program,"Former President Obama lashed out at President Trump for ending the Deferred Action for Childhood Arrivals (DACA) amnesty program, which was thought to be on shaky legal ground.","Obama ripped Trump as “cruel,” lacking “basic decency” and acting “contrary to our spirit, and to common sense.” The former president claimed DACA recipients “pose no threat” and “are not taking away anything from the rest of us.” (RELATED: Sympathetic Media Scrambles To Trot Out Shiny ‘Dreamers,’ But Forgets All The Nightmares)","Obama had previously hinted that he would “weigh in” if Trump took action on DACA, despite longstanding precedent against former presidents criticizing the current president.",5.0,-2.5,"[""1"",""5""]",,Center,Right,False
1a601803-2c78-41e0-9ae3-8dd61e315437,Trump calls North Korea 'dangerous' and 'great threat' after overnight nuclear test,"President Trump on Sunday responded to North Korea’s nuclear test, calling it “very hostile and dangerous” to the United States.","The rogue nation claimed it detonated a hydrogen bomb with ""perfect success,"" carrying out its sixth nuclear test, which drew immediate condemnation from its neighbors.",The Associated Press contributed to this report.,2.5,-2.5,"[""1"",""5""]",,Left,Right,False
722c87c9-3448-4495-b04b-336303346fd3,Special counsel in Trump-Russia investigation partners with IRS,"We learned this week that Special Counsel Robert Mueller and his team investigating the Trump-Russia scandal have begun working with New York Attorney General Eric Schneiderman (D), whose office is also scrutinizing relevant players in the controversy. It’s an important revelation: if charges are eventually filed against anyone involved in the affair, Donald Trump wouldn’t be able to issue pardons to anyone accused of state crimes.","But according to The Daily Beast, this isn’t the only office Mueller and his team are working with.","* Postscript: The Daily Beast’s reporting added that if Mueller wanted to bring charges related to tax law at some point in the future, he’d need approval from the Justice Department’s elite Tax Division. That could be a little tricky: “Trump hasn’t yet named his pick to run the division, which is a post that requires Senate confirmation.”",5.0,-2.5,"[""1"",""5""]",,Left,Left,True
7e08987f-7e50-4d29-bc32-1a444b31c0de,Arizona senators McCain and Flake irked by Trump’s pardon of former sheriff Arpaio,Neither of Arizona’s two U.S. senators – Republicans Jeff Flake and John McCain – endorsed President Trump’s pardon Friday evening of former Maricopa County sheriff Joe Arpaio.,"“Regarding the Arpaio pardon, I would have preferred that the President honor the judicial process and let it take its course,” Mr. Flake, Arizona’s junior senator, tweeted about an hour after the pardon was announced Friday night.","Copyright © 2018 The Washington Times, LLC. Click here for reprint permission.",2.5,-2.5,"[""6""]",,Left,Right,False
cfe253f1-9e08-4dab-90e8-9571f698f46d,Joe Arpaio’s Pardon Is Donald Trump’s Gravest Abuse of Power Yet,Photo: Chip Somodevilla/Getty Images,"Days before Donald Trump was sworn in as president, the Supreme Court heard the very last case of the Obama administration — a civil-rights dispute over whether high-ranking federal officials can be held accountable for violating people’s constitutional rights. Justice Stephen Breyer, an institutional pragmatist, seemed to seize on the case to portend the heavy lift that awaited the justice system in the years ahead: “There’s no blank check, even for the president,” he said during the hearing. “And if there’s no blank check, that means sometimes they can go too far. And if they have gone too far, it is our job to say that.”","No one knows what other clemency initiatives Trump has in store for what remains of his presidency, and this one in particular, egregious though it may be, will not result in impeachment. But it’s a harbinger of what’s to come for a president and an administration that will soon be forced to reckon more and more with another lawman who will be sure to treat every interference — and preemptive pardon — as the obstruction that it is. No blank checks there.",0.0,0.0,"[""5"",""3""]",,Center,Left,False
9bc878a0-3f63-4702-b300-fe52ecbe153e,Trump Staffer Responsible For Finding Positive News Stories Resigns,President Donald Trump’s administration parted ways with yet another staffer this week.,Politico reported Thursday that Andy Hemming resigned from his position as the White House communications team’s director of rapid response on Monday.,"Just this week, Trump spent a considerable amount of time trashing the media during his campaign rally in Phoenix a rant that resulted in the crowd chanting “CNN sucks.”",2.5,-5.0,"[""1"",""5""]",,Center,Left,False
32fb5e1d-8073-4c49-bddb-b0826d40f2b7,‘Ridiculous And Outrageous’ — Sarah Sanders Rips GOP Sen For Questioning Trump’s Competence,"White House press secretary Sarah Huckabee Sanders ripped Republican Tennessee Sen. Bob Corker’s questioning of Trump’s “stability” and “competence” on Thursday, calling Corker’s claim “ridiculous and outrageous.”","Corker, who has been one of the more supportive voices of Trump in the Senate, raised questions about Trump’s competence last week in the wake of the president’s comments on the violence in Charlottesville.","“I think that’s a ridiculous and outrageous claim and doesn’t dignify a response from this podium,” Sanders said.",5.0,2.5,"[""6""]",,Left,Right,False
5fc252d5-58de-4ab2-9fa1-0a4ba1f15cff,Donald Trump Steps Up Feud With Mitch McConnell And Paul Ryan,"President Donald Trump on Thursday lashed out at Senate Majority Leader Mitch McConnell (R-Ky.) and House Speaker Paul Ryan (R-Wis.), intensifying a feud with his own party’s congressional leaders.","In a pair of tweets targeting “Mitch M” and “Paul R,” Trump accused them of creating “a mess” in the challenge Congress faces to raise the federal debt ceiling when lawmakers return from recess in September.","In addition to antagonizing McConnell, Trump has drawn ire from Republican leaders for criticizing GOP senators up for re-election next year, especially Jeff Flake of Arizona and Dean Heller of Nevada. In Flake’s case, he has also met with and praised a candidate planning to challenge the incumbent in next year’s Republican primary.",-2.5,-2.5,"[""5"",""4""]",,Left,Left,True
8d5d88da-79b1-43a0-bb6c-75f60fe6520e,Sinclair Broadcasting Orders Local Anchors To Record Bizarre 'Hostage' Video,It’s being slammed on Twitter as a “hostage” video.,"Sinclair Broadcasting Group, which owns more than 170 U.S. TV stations, has ordered local news anchors across the country to read a script decrying “some media outlets” for “false news” and “fake stories.”","This sounds much better in the original Russian. — Adam Thompson (@AdamThompson48) April 2, 2018",2.5,5.0,"[""5"",""4""]",,Left,Left,True
497c489d-0250-45af-8e59-18d69b081641,Here's why progressives hate Betsy DeVos,"After Education Secretary Betsy DeVos’s appearance on CBS’s “60 Minutes” on Sunday night, progressive media outlets and personalities mocked her performance as “trainwreck” saying that she “stumbled,” “struggled,” and “stunk up” the interview.","Although Secretary DeVos did struggle to answer some questions on the spot, the substance and tone of the criticisms are inaccurate and unfair.",Good-thinking Americans on the left and right should reject the mainstream media narrative and pull for Secretary DeVos as she tries to reform and shake up these aspects of our nations’ educational system.,-2.5,-2.5,"[""6""]",,Left,Right,False
84acc2dc-be73-4d88-b14d-e4ac37995887,Trump: Efforts to raise minimum age for buying long guns 'moving rapidly',"President Trump said Monday ”things are moving rapidly” when it comes to raising the minimum age for buying certain guns, but said he is letting the issue play out in the courts before taking action himself.","The president tweeted that on “18 to 21 Age Limits,” he is “watching court cases and rulings before acting.”","The recommendations were announced nearly a month after the mass shooting at Marjory Stoneman Douglas High School in Parkland, Fla.",0.0,5.0,"[""6""]",,Left,Right,False
3a10931a-cc3d-45c4-9329-4e820a4e5a95,Sessions compares California sanctuary laws to slave-state nullification,"Attorney General Jeff Sessions compared California’s new sanctuary city laws to attempts by slave-holding southern states to nullify federal laws, and blasted California officials Wednesday for attempting to force a “radical open borders agenda” on the rest of the country.","Speaking to California police and sheriffs, Mr. Sessions defended his decision to file a lawsuit against California this week seeking to block three state laws he says are thwarting federal agents’ ability to stop illegal immigration.","Copyright © 2018 The Washington Times, LLC. Click here for reprint permission.",-5.0,0.0,"[""5"",""3""]",,Left,Right,False
8d7a6af4-fd80-4f55-b57f-1b8d52e02ff3,Trump Puts Pressure On NAFTA Talks With More Tariff Threats,"President Donald Trump continued to call for changes to U.S. trade deals on Monday, saying that he’s open to pulling back on the tariffs he plans to impose on international trade partners if Mexico and Canada come to the table and renegotiate the North American Free Trade Agreement.",Trump announced his intention to slap a 25 percent tariff on steel imports and a 10 percent tariff on aluminum imports on Thursday. He didn’t specify which countries the measures would apply to but White House trade adviser Peter Navarro told CNN’s “State of the Union” Sunday that no countries would be exempt.,Trump has threatened to pull out of NAFTA for two years unless the United States can agree to a renegotiated deal with Canada and Mexico that Trump views as more beneficial to the U.S. NAFTA talks have been underway without much progress for the last six months. The latest round of negotiations was scheduled to take place between ministers from all three countries on Monday.,0.0,5.0,"[""5"",""3""]",,Left,Left,True
d9253503-4ef4-466b-91c8-4db498f7face,"Trump: ‘New and fair’ NAFTA pact only way to stop steel, aluminum tariffs",President Trump signaled Monday that the only way he won’t slap new tariffs on steel and aluminum imports is if a “new and fair” North American Free Trade Agreement is signed.,"“Tariffs on Steel and Aluminum will only come off if new & fair NAFTA agreement is signed,” Trump tweeted.","Representatives from the United States, Canada and Mexico are meeting Monday for more NAFTA negotiations.",2.5,2.5,"[""5"",""4""]",,Right,Right,True
2f0ce987-3761-4f7b-bc2c-1ec5696f92fc,Anti-Trump celebs plan 'People's State of the Union',"A group of Hollywood elites, progressive groups and social activists are planning a “People’s State of the Union” as a “public alternative” on the eve of President Donald Trump’s first State of the Union address.","Notable participants in Monday's scheduled event in New York City include filmmaker Michael Moore, actors Mark Ruffalo, Alyssa Milano, Rosie Perez and Whoopi Goldberg.",The event will be livestreamed online at peoplessotu.org.,-2.5,-5.0,"[""1"",""5""]",,Left,Right,False
0246f4f9-cf25-4a1f-97ad-2f46fd8272f1,"Trump fires back at Schumer: 'If there is no Wall, there is no DACA'","President Trump fired back Tuesday night at Senate Minority Leader Chuck Schumer for offering, then rescinding, a deal to support border wall funding in return for an immigration package that protects illegal immigrants brought to the U.S. as children.","""Cryin’ Chuck Schumer fully understands, especially after his humiliating defeat, that if there is no Wall, there is no DACA,"" the president tweeted around 11 p.m. ET. ""We must have safety and security, together with a strong Military, for our great people!""","“In a bipartisan meeting here at the White House two weeks ago we outlined a path forward on four issues: serious border security, an end to chain migration, the cancellation of the outdated and unsafe visa lottery and a permanent solution to DACA,” Sanders said. “Unfortunately, the Flake-Graham-Durbin agreement does not meet these benchmarks.”",-2.5,5.0,"[""5"",""4""]",,Left,Right,False
d9014820-0634-454c-95fa-6d7bc0c7178f,"Women Writers Start Worrying About What, Exactly, Constitutes #MeToo",From the Tuesday edition of the Morning Jolt:,"Women Writers Start Worrying About What, Exactly, Constitutes #MeToo","If you go home with him and discover he’s a terrible kisser, say “I’m out.”",5.0,5.0,"[""1"",""5""]",,Right,Right,True
c88a87fc-a2dd-4835-aac4-605757b0a1b9,"Donald Trump, campaign aides got email with WikiLeaks encryption key for documents: Report","President Trump and others in his campaign operation received an email with the encryption key and website address for WikiLeaks documents, according to a CNN exclusive report Friday, but when they received this information, and what they actually knew, has been called into question.","CNN originally reported that the email was sent in early September of last year, just a few weeks before WikiLeaks and Donald Trump Jr. exchanged messages directly with each other on Twitter.","White House counselor Kellyanne Conway blasted CNN and its reporters on Twitter, urging them to “be honest & keep explaining the much-repeated lie you let live for hours. Tell America WHY the date of the email is important. (Hint: it destroys your attempt to destroy @DonaldJTrumpJr).”",-2.5,-5.0,"[""1"",""5""]",,Center,Right,False
29c46291-ae3c-4e26-8b51-abd7127b4047,Pelosi faces backlash for questioning Conyers accusers,House Democratic Leader Nancy Pelosi is facing a backlash for defending Rep. John Conyers and even questioning those accusing him of sexual harassment during a Sunday interview.,"Pelosi, D-Calif., touted Conyers, D-Mich., on NBC’s “Meet the Press” as an American icon.","Conyers has continued to deny the allegations, but said he would fully cooperate in the probe.",5.0,2.5,"[""5"",""3""]",,Left,Right,False
fc6ff4a0-93bc-4cf7-9c71-e7b93131876c,How the left used Al Franken to bash President Trump after initially downplaying Senator’s harassment,"U.S. Sen. Al Franken of Minnesota was exposed on Thursday as a sexual predator, but it took some on the left a while to figure it out - and when they finally did, it served as an excuse to bring up alleged misconduct by President Trump.","Franken was accused of sexual harassment from an incident 11 years ago that was captured in a damning photograph of him grabbing at the breasts of a sleeping woman. The victim, Los Angeles radio anchor Leeann Tweeden, also said that Franken shoved his tongue into her mouth during an unwelcome kiss on a USO tour in 2006.",Check out some of the tweets that invoked Trump:,-5.0,-2.5,"[""0"",""5""]",,Right,Right,True
bfdd7fa9-8872-4dbb-ad29-bdc4aa2134d7,Senate GOP to include repeal of Obamacare mandate in tax-cut bill,Senate Republicans on Tuesday revised their tax cut bill to include a repeal of Obamacare’s individual mandate — a bold move that frees up more money for deeper tax cuts and takes a whack at the health care law they have repeatedly tried but failed to repeal.,"President Trump had been pushing the idea for weeks, eyeing the more than $300 billion in savings over the next decade that could be pumped into more tax cuts for average Americans.","The House also includes a full repeal of the estate tax on inheritances, while the Senate doubles the exemption rate but leaves the tax in place, and partially restores part of the state and local deduction for property taxes.",2.5,5.0,"[""0"",""5""]",,Left,Right,False
41806cca-34c9-4660-874a-e8efe4f5e95d,"Abortion after 20 weeks banned by House bill, but faces uphill Senate fight","For the third time in five years, the Republican-led House has passed legislation that would prohibit most late-term abortions when the fetus can feel pain.",The Pain-Capable Unborn Child Protection Act cleared its first hurdle on Tuesday in a near party-line vote of 237-189 in the lower chamber.,"“The fact is we’re one of seven countries in the world that allows elective abortion after 20 weeks in most states,” Mr. Donovan said. “The education lets people know not only that it’s legal, but that babies are surviving premature birth. The whole concept of viability is a creation of abortion law, but we can actually save most of these kids now.”",5.0,-5.0,"[""6""]",,Right,Right,True
e28a6fde-0b54-4b09-a079-fbc235806ccf,Trump Called White Supremacists 'Very Fine People' But An Athlete Who Protests Is A 'Son Of A Bitch',"President Donald Trump’s harsh criticism of athletes who protested during the national anthem offered a stark contrast from his description of white supremacist protesters in Charlottesville, Virginia, whom he defended by saying that some were “very fine people.”","On Friday, Trump criticized athletes like former 49ers quarterback Colin Kaepernick, who drew national attention when he kneeled during the national anthem last year to protest police brutality (though the president didn’t mention him by name). Several other players across the NFL followed Kaepernick and engaged in similar protests.","So 45 had a stronger response to NFL peaceful protest than he did for Charlottesville & the ""very fine people"" who killed an innocent woman? — Anthony Williams ✝ (@AWilliamsUSA) September 23, 2017",-5.0,0.0,"[""5"",""3""]",,Right,Left,False
a97662f3-eeff-4826-a470-9d14e5607cb8,"Hey, Golden State Warriors, President Trump honors winners, not whiners",Editor's note: This column originally appeared on ToddStarnes.com.,The Golden State Warriors may not be visiting the White House after all -- after several high-profile players pitched a hissy fit about meeting President Trump.,"It's about time the president stands up to a bunch of overpaid, petulant brats whose only discernible life skill is to play with balls.",-2.5,-5.0,"[""1"",""5""]",,Right,Right,True
39549ac7-982d-44be-bb66-441d4bc588dd,Motel 6 Admits Arizona Sites Were Reporting Guests To ICE Without Chain's Approval,"Employees at Motel 6 locations in Phoenix have ceased working with U.S. Immigrations and Customs Enforcement agents in light of a new report that revealed motel staffers were reporting guests who appear to be undocumented immigrants, according to a spokeswoman for the motel chain.","Raiza Rehkoff, the director of public relations and marketing for the motel chain’s parent company, G6 Hospitality, told HuffPost that staff members were working with ICE without the approval of senior management, but it ended last week when management found out.","Yeah some how I don't believe you, now if you fire everyone that did this we can talk #BoycottMotel6 — Reinventing Carrie (@Reinventcarrie) September 14, 2017",-2.5,0.0,"[""0"",""5""]",,Right,Left,False
303c24d2-860a-4d21-b426-5f22273bdaa5,Phoenix Motel 6 accused of notifying ICE about undocumented patrons,"After one of its locations was accused of tipping off Immigration and Customs Enforcement (ICE) agents about patrons who may have been in the U.S. illegally staying at its locations, Motel 6",The motel chain confirmed on Twitter that company employees were providing daily guest lists to ICE.,"Motel 6's statement said the company apologizes for the incident, and that it will be reviewing and reissuing updates company guidelines.",-5.0,2.5,"[""1"",""5""]",,Left,Right,False
949eae79-0e2d-4eff-98c4-12ce38adc27f,Betsy DeVos Says The Title IX System Has 'Failed' Both Survivors And The Accused,"During a planned press conference on Thursday, Secretary of Education Betsy DeVos announced that “the era of rule by letter is over” with regards to campus sexual assault.","DeVos delivered a speech on Title IX to a crowd at George Mason University’s Law School campus in Arlington, VA on Thursday early afternoon. During her 20-minute speech, DeVos called the current campus reporting process a “failed system” that is “increasingly elaborate and confusing.”","“The [Title IX] law hasn’t changed at all,” Brodsky told HuffPost. “Survivors have the same rights, schools have the same responsibility.” The concern advocates have is that there will be less clarity for all parties involved in Title IX adjudication. “It helps students understand what their rights are. But it’s not just survivors who are really going to struggle with this,”Jess Davidson, Managing Director of End Rape on Campus told HuffPost. “The people who use the 2011 Dear Colleague Letter the most ― or are supposed to use it the most ― are Title IX administrators, the people who are conducting these investigations on campuses across the country.”",-2.5,-2.5,"[""0"",""5""]",,Left,Left,True
f4ca5759-d340-4432-965f-d2a187dfc4a6,"Sanders, Warren, Mrs. Obama slam Trump and appeal for unity at unruly Dem convention",Democrats tried to turn their attention Monday night from an email scandal that claimed their party chairwoman and sent Bernie Sanders supporters into near rebellion with a scorching attack on Donald Trump that ranged from unnamed references by Michelle Obama to in-your-face attacks by Elizabeth Warren and Sanders himself.,"The Vermont senator blasted Trump as a candidate who ""insults"" minorities and ""divides us up.""","FoxNews.com’s Joseph Weber, Fox News’ Chad Pergram and the Associated Press contributed to this report.",-5.0,-5.0,"[""0"",""5""]",,Right,Right,True
fc8acb27-8bc0-4a47-ae27-4bc8b47c4681,‘Who’s In Charge?!’ It’s Day One And The DNC Is Already Falling Apart,"U.S. Democratic presidential candidate Hillary Clinton speaks to the attendees of the United Food & Commercial Workers convention in Las Vegas, Nevada, U.S. May 26, 2016. REUTERS/Steve Marcus",The Democratic National Convention began Monday and is already full of frustrated attendees upset with the poor logistics.,"Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact [email protected].",5.0,5.0,"[""0"",""5""]",,Left,Right,False
86c6bb83-f7a3-4cf8-81d9-67068c5ea591,Donald Trump Is Now Leading the Polls in the Race to Be World’s Most Powerful Person,Photo: John Moore,"So, does a presidential candidate in a highly polarized environment get a ""bounce"" from a disorganized and divided convention that struck many of the nominee’s enemies as reminiscent of certain 20th-century authoritarian spectacles? Apparently so. The first batch of post-convention polls universally shows Trump making gains. He now has a 0.2 percent lead in the RealClearPolitics polling average. But while some polls show a definite change in the two candidates’ standing attributable to the convention, others suggest Trump was making gains going into Cleveland that simply continued (e.g., an L.A. Times/USC six-day poll showing Trump up 45-41).","Whether they persist or not, Trump’s post-convention gains are another sign that this is likely to be a close presidential race. That could be because of what the candidates are and are not doing, or simply because the country is so polarized that absolutely any nominees, however monstrous, are going to get in the neighborhood of 45 percent of the vote. It’s also important to keep an eye on the “fundamentals”; the president’s job approval rating has sagged a bit in recent weeks. There’s no reason for any kind of Democratic panic at this point. But complacency about Trump being a self-destructive pushover is clearly no longer rational.",5.0,2.5,"[""5"",""3""]",,Right,Left,False
1c61bd7b-4273-42ac-a1b2-0661ec6212b1,Why Some Leftists Are Defending Donald Trump’s Ties to Russia,Photo: Daniel Acker,"The cultivation of friendly candidates in elections in other countries, and efforts to intervene on their behalf, is a staple of Vladimir Putin’s foreign policy. Putin’s Russia has been proven or credibly alleged to have boosted friendly candidates in France, Germany, Austria, and, most successfully, in the election of a pro-Russian government in Ukraine. Something like this seems to be happening in the American presidential election now. Several weeks ago, Franklin Foer wrote in Slate about the web of suspicious financial ties connecting Trump and his leading Russia adviser to the Kremlin. The story attracted little attention — maybe it was too far-fetched, or maybe the daily stream of cable-news ticker-friendly public outrages spewed out by Trump, which required no inference, blotted out a much deeper one that lay half-buried. But recent events have propelled the story into the presidential campaign.","Inconveniently for The Nation, its anti-McCarthyism editorial seems to have been written before, but published after, the subject of its defense openly pleaded with Russia to violate American law on his behalf. The editorial laments, “liberal-media elites have joined with the Clinton campaign in promoting the narrative of a devious Russian cyber-attack.” Now Trump is also promoting this narrative – only, rather than calling it devious, it’s his actual policy.",-5.0,-5.0,"[""5"",""4""]",,Center,Left,False
3560b060-d18d-4e5d-92d8-618e51aa46fc,"Bernie Boosts Hillary, Gets Booed",Photo: Aaron P. Bernstein,"The modern political convention is supposed to be an infomercial, one in which all intra-party tensions have been airbrushed away. But the Democrats find themselves at risk of throwing a convention that does the exact opposite — projecting an image of a party far more wracked by internecine conflict than it actually is.","The image projected by tonight’s speech, however, may suggest otherwise.",5.0,5.0,"[""1"",""5""]",,Right,Left,False
414e686e-3b2f-4f8c-af53-2ee17d454cf9,Disgraced DNC Head Won’t Even GAVEL IN The Convention,"Rep. Debbie Wasserman Schultz won’t have any public role whatsoever in the Democratic National Convention, including gaveling the convention in and out, as the party scrambles to contain the fallout of recent Democratic National Committee email leaks.","Wasserman Schultz announced Sunday she will step down as DNC chairwoman at the end of the week. The same day, it emerged that in an effort to prevent convention floor “chaos,” she wouldn’t be allowed to be give a speech at the convention.","Content created by The Daily Caller News Foundation is available without charge to any eligible news publisher that can provide a large audience. For licensing opportunities of our original content, please contact [email protected].",5.0,-5.0,"[""5"",""3""]",,Right,Right,True
cdce33da-56b1-47e8-a5ee-10ba7ff6a971,Leaked DNC Documents Show Plans To Reward Big Donors With Federal Appointments,Democratic National Committee documents recently released by WikiLeaks include spreadsheets and emails that appear to show party officials planning which donors and prominent fundraisers to provide with appointments to federal boards and commissions.,"The documents, which were circulated among top DNC officials in April, could raise legal questions for the party, says Ken Boehm, the chairman of the National Legal and Policy Center, a government watchdog group.",Follow Chuck on Twitter,5.0,0.0,"[""5"",""3""]",,Center,Right,False
21e7e2c1-a501-4fc5-a2b8-caec6d25ae95,The Russians Cross the Democrats’ Red Line: Appearing to Help the GOP,From the first Morning Jolt of the Democrats’ convention week:,The Russians Cross the Democrats’ Red Line: Appearing to Help the GOP,Will the resignation of Debbie Wasserman Schultz placate the Bernie Sanders delegates and fans? Why should it? The damage is done.,0.0,-5.0,"[""5"",""3""]",,Center,Right,False
061bce91-0472-4600-b6eb-ba06ccfbd32c,The Left Is Borrowing Hillary Hate From the Republican National Convention — With Dangerous Consequences,Photo: Jeff J Mitchell,"As the political focus moves from Cleveland to Philadelphia this week, there is hope among many Democrats that their convention can offer a positive, hopeful balm for last week’s nasty, brutish gathering and its distressing reliance on violent rhetoric. But there is also fear that the heightened anger and antipathy toward Clinton, which last week included calls for her imprisonment and extrajudicial punishment, could be contagious. This is especially disturbing because of where that rhetoric inevitably led last week: to suggestions that someone should do the candidate physical harm.","This isn’t issues-based dismay over Hillary Clinton, and if it once were, it has transformed into something far more grotesque and dangerous. The merging of left-leaning political antagonism toward Hillary with the distortions of the right has left us here, with progressives — people who care deeply about our planet, about health care, about immigration, about minimum wage and police brutality and voting rights and reproductive rights and the future of the Supreme Court — heaping outsized condemnation not at the fascistic ogre who rose in Cleveland last week, but at the only person who realistically stands between him and his stewardship of this country. A vocal portion of the left is now aping the fantasy constructions of the right wing, showing themselves more focused on Hillary’s personal destruction than on any of the crucial issues at stake in November. Welcome to the Democratic National Convention.",2.5,-5.0,"[""5"",""3""]",,Right,Left,False
